id,Author name,Year,Page number,Quotation from PDF,Quotation from JSONL full text,Ground-truth character indexes,Notes
http://www.jstor.org/stable/2873079,Harris,1990,p. 451,"“He did admire Rosamond exceedingly; but that madness which had once beset him about Laure was not, he thought, likely to recur in relation to any other woman. Certainly, if falling in love had been at all in question, it would have been quite safe with a creature like this Miss Vincy, who had just the kind of intelligence one would desire in a woman-polished, refined, docile, lending itself to finish in all the delicacies of life, and enshrined in a body which expressed this with a force of demonstration that excluded the need for other evidence. Lydgate felt sure that if”","He did admire Rosamond exceedingly; but that madness which had once beset him about Laure was not, he thought, likely to recur in relation to any other woman. Certainly, if falling in love had been at all in question, it would have been quite safe with a creature like this Miss Vincy, who had just the kind of intelligence one would desire in a woman-polished, refined, docile, lending itself to finish in all the delicacies of life, and enshrined in a body which expressed this with a force of demonstration that excluded the need for other evidence. Lydgate felt sure that if he","[14823, 15404]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 451,"“ever married, his wife would have that feminine radiance, that distinctive womanhood which must be classed with flowers and music, that sort of beauty which by its very nature was virtuous, being moulded only for pure and delicate joys.”","ever married, his wife would have that feminine radiance, that distinctive womanhood which must be classed with flowers and music, that sort of beauty which by its very nature was virtuous, being moulded only for pure and delicate joys.","[15447, 15683]",same as 463
http://www.jstor.org/stable/2873079,"2) Nothing could hinder it but her love of extremes, and her insistance on regulating life according to notions which might cause a wary man to hesitate before he made her an offer, or even might lead her at last to refuse all offers. (3) A young lady of some birth and fortune, who knelt suddenly down on a brick floor by the side of a sick labourer, and prayed fervidly as if she thought herself living in the time of the” (Harris",1990,p. 451,“(1) And how should Dorothea not marry?-a girl so handsome and with such prospects?,And how should Dorothea not marry?-a girl so handsome and with such prospects?,"[17508, 17586]",
http://www.jstor.org/stable/2873079,"4) Such a wife might awaken you some fine morning with a new scheme for the application of her income which would interfere with political economy and the keeping of saddle-horses: a man would naturally think twice before he risked himself in such fellowship. (5) Women were expected to have weak opinions; but the great safeguard of society and of domestic life was, that opinions were not acted on. (6) Sane people did what their neighbours did, so that if any lunatics were at large, one might know and avoid them.” (Harris",1990,p. 452,"“Apostles-who had strange whims of fasting like a Papist, and of sitting up at night to read old theological books!","Apostles-who had strange whims of fasting like a Papist, and of sitting up at night to read old theological books!","[18036, 18150]",Half of quote is on the previous page.
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""a girl so handsome and with such prospects.""”",a girl so handsome and with such prospects.,"[18817, 18860]","the passage quotes the whole paragraph, but numbers the sentences and requotes specific sections later -- matcher only finds the requotations, not the whole paragraph"
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""strange whims of fasting like a Papist""”",strange whims of fasting like a Papist,"[19162, 19200]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""old theological books”",old theological books,"[19215, 19236]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""love of extremes,""”","love of extremes,","[20034, 20051]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""wary,""”","wary,","[20105, 20110]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“""Women were expected to have weak opinions""”",Women were expected to have weak opinions,"[20299, 20340]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 452,"“were expected,""”","were expected,","[20393, 20407]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 453,"“""political economy""”",political economy,"[20808, 20825]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 453,"“""the keeping of saddle-horses""”",the keeping of saddle-horses,"[20953, 20981]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 453,"“""the great safeguard of society and of domestic life was, that opinion was not acted on.""”","the great safeguard of society and of domestic life was, that opinion was not acted on.","[21496, 21583]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 453,"“""Sane people did what their neighbours did""”",Sane people did what their neighbours did,"[21586, 21627]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 456,"“Mr. Casaubon, as might be expected, spent a great deal of his time at the Grange in these weeks, and the hindrance which courtship occasioned to the progress of his great work-the ""Key to all Mythologies"" naturally made him look forward the more eagerly to the happy termination of the courtship. But he had deliberately incurred the hindrance, having made up his mind that it was now time for him to adorn his life with the graces of female companionship, to irradiate the gloom which fatigue was apt to hang over the intervals of studious labor with the play of female fancy, and to secure in this, his culminating age, the solace of female tendance for his declining years. Hence, he determined to abandon himself to the stream of feeling, and perhaps was surprised to find what an exceedingly shallow rill it was”","Mr. Casaubon, as might be expected, spent a great deal of his time at the Grange in these weeks, and the hindrance which courtship occasioned to the progress of his great work-the ""Key to all Mythologies"" naturally made him look forward the more eagerly to the happy termination of the courtship. But he had deliberately incurred the hindrance, having made up his mind that it was now time for him to adorn his life with the graces of female companionship, to irradiate the gloom which fatigue was apt to hang over the intervals of studious labor with the play of female fancy, and to secure in this, his culminating age, the solace of female tendance for his declining years. Hence, he determined to abandon himself to the stream of feeling, and perhaps was surprised to find what an exceedingly shallow rill it was.","[30458, 31275]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 457,"“""to adorn his lif”",to adorn his life,"[31402, 31419]",
http://www.jstor.org/stable/2873079,Harris,1990,p. 457,"“""his declining years”",his declining years,"[31425, 31444]",
http://www.jstor.org/stable/25459494,Heath,2005,p. 955,“He wanted to pierce the obscurity of those minute processes which prepare human misery and joy ... that delicate poise and transition that determine the growth of happy and unhappy consciousness.3”,He wanted to pierce the obscurity of those minute processes which prepare human misery and joy ... that delicate poise and transition that determine the growth of happy and unhappy consciousness,"[2518, 2712]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 543,"“fin ished in 1872, is highlighted in the narrator's observation: ""We are all of us born in moral stupidity, taking the world as an udder to feed our supreme selves."" R”","We are all of us born in moral stupidity, taking the world as an udder to feed our supreme selves.","[4329, 4427]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 543,"“an equivalent centre of self"" constitutes”",an equivalent centre of self,"[4482, 4510]",
http://www.jstor.org/stable/25088885,Chapter” (Hughes,1978,p. 543,"“""the difficult task of knowing another soul is not for young gentlemen whose consciousness is chiefly made up of their own wishes""",the difficult task of knowing another soul is not for young gentlemen whose consciousness is chiefly made up of their own wishes,"[4610, 4738]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 543,"“But this imperfectly-taught woman, whose phrases and habits were an odd patchwork, had a loyal spirit within her. The man whose prosperity she had shared through nearly half a life, and who had unvaryingly cherished her ?now that punishment had befallen him it was not possible to her in any sense to forsake him. There is forsaking which still sits at the same board and lies on the same couch with the forsaken soul, withering it the more by un loving proximity. She knew, when she locked her door, that she should unlock it ready to go down to her unhappy husband and espouse his sorrow, and say of his guilt, I will mourn and not reproach. But she needed time to gather up her strength; she needed to sob out her farewell to all the gladness and pride of her life. When she had resolved to go down, she prepared her self by some little acts which might seem mere folly to a hard onlooker;”","But this imperfectly-taught woman, whose phrases and habits were an odd patchwork, had a loyal spirit within her. The man whose prosperity she had shared through nearly half a life, and who had unvaryingly cherished her ?now that punishment had befallen him it was not possible to her in any sense to forsake him. There is forsaking which still sits at the same board and lies on the same couch with the forsaken soul, withering it the more by un loving proximity. She knew, when she locked her door, that she should unlock it ready to go down to her unhappy husband and espouse his sorrow, and say of his guilt, I will mourn and not reproach. But she needed time to gather up her strength; she needed to sob out her farewell to all the gladness and pride of her life. When she had resolved to go down, she prepared her self by some little acts which might seem mere folly to a hard onlooker;","[4994, 5886]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 544,"“they were her way of expressing to all spectators visible or invisible that she had begun a new life in which she embraced humiliation. She took off all her ornaments and put on a plain black gown, and instead of wearing her much-adorned cap and large bows of hair, she brushed her hair down and put on a plain bonnet-cap, which made her look suddenly like an early Methodist.”","they were her way of expressing to all spectators visible or invisible that she had begun a new life in which she embraced humiliation. She took off all her ornaments and put on a plain black gown, and instead of wearing her much-adorned cap and large bows of hair, she brushed her hair down and put on a plain bonnet-cap, which made her look suddenly like an early Methodist.","[6279, 6655]",block quote not recognized/healed
http://www.jstor.org/stable/25088885,Hughes,1978,p. 544,"“""soared after some illimitable satisfaction, some object which would never justify weariness, which would reconcile self-despair with the rapturous consciousness of life beyond self.”","soared after some illimitable satisfaction, some object which would never justify weariness, which would reconcile self-despair with the rapturous consciousness of life beyond self.","[7594, 7775]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 544,"“altogether ardent, theoretic, and intellectually consequen”","altogether ardent, theoretic, and intellectually consequent","[7801, 7860]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 544,"“after some lofty conception of the world""”",after some lofty conception of the world,"[7885, 7925]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 544,"“""fragmen tariness”",fragmentariness,"[13292, 13307]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""man who could understand the higher inward life, and with whom there could be some spiritual communio”","man who could understand the higher inward life, and with whom there could be some spiritual communion","[8962, 9064]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""the really delightful marriage must be where your husband was a sort of father, and could teach you even Hebrew, if you wished it""”","the really delightful marriage must be where your husband was a sort of father, and could teach you even Hebrew, if you wished it","[9088, 9217]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“would deliver her from her girlish subjection to her own ignorance, and give her the freedom of voluntary submission to a guide who would take her along the grandest path”","would deliver her from her girlish subjection to her own ignorance, and give her the freedom of voluntary submission to a guide who would take her along the grandest path","[9246, 9416]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“not reached that point of renunciation at which she would have been satisfied with having a wise husband; she wished, poor child, to be wise herself""”","not reached that point of renunciation at which she would have been satisfied with having a wise husband; she wished, poor child, to be wise herself","[9449, 9597]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""wide opening where she followed him.""”",wide opening where she followed him.,"[9720, 9756]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""With all her yearning to know what was afar from her and to be widely benignant, she had ardour enough for what was near, to have kissed Mr. Casaubon's coat-sleeve, or to have caressed his shoe-latchet, if he would have made any other sign of acceptance than pronouncing her, with his unfailing propriety, to be of a most affectionate and truly feminine nature, indicating at the same time by politely reaching a chair for her that he regarded these manifestations as rather crude and startlin”","With all her yearning to know what was afar from her and to be widely benignant, she had ardour enough for what was near, to have kissed Mr. Casaubon's coat-sleeve, or to have caressed his shoe-latchet, if he would have made any other sign of acceptance than pronouncing her, with his unfailing propriety, to be of a most affectionate and truly feminine nature, indicating at the same time by politely reaching a chair for her that he regarded these manifestations as rather crude and startling","[9891, 10385]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""narrow cell”",narrow cell,"[10483, 10494]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""but why always Dorothea?""”",but why always Dorothea?,"[10782, 10806]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""intense consciousness,""”","intense consciousness,","[10848, 10870]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“""liberated from a small hungry shivering self.""”",liberated from a small hungry shivering self.,"[10934, 10979]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 545,"“His experience was of that pitiable kind which shrinks from pity, and fears most of all that it should be known: it was that proud narrow sensitiveness which has not mass enough to spare for transformation into sympathy, and quivers thread-like in small currents of self-preoccupation or at best of an egoistic scrupulosity.""”","His experience was of that pitiable kind which shrinks from pity, and fears most of all that it should be known: it was that proud narrow sensitiveness which has not mass enough to spare for transformation into sympathy, and quivers thread-like in small currents of self-preoccupation or at best of an egoistic scrupulosity.","[10982, 11306]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""a rebellious anger stronger than any she had felt since her marriage,”","a rebellious anger stronger than any she had felt since her marriage,","[11773, 11842]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""the resolved submission""”",the resolved submission,"[11911, 11934]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""something like the thankfulness that might well up in us if we had narrowly escaped hurting a lamed crea ture”",something like the thankfulness that might well up in us if we had narrowly escaped hurting a lamed crea ture,"[12064, 12173]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""without any check of proud reserve”",without any check of proud reserve,"[13162, 13196]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""fragmentariness”",fragmentariness,"[13292, 13307]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""be neficent activity”",be neficent activity,"[13765, 13785]",
http://www.jstor.org/stable/25088885,Hughes,1978,p. 546,"“""loving reverent resolve”",loving reverent resolve,"[13858, 13881]",
Book chapter,Knoepflmacher,2015,p. 73,“It is a narrow mind which cannot look at a subject from various points of view.”,,,
Book chapter,Knoepflmacher,2015,p. 73,"“""I find myself that it's uncommonly difficult to make the right thing work: there are so many strings pulling at once.""”",,,
Book chapter,Knoepflmacher,2015,p. 73,"“""strings""”",,,
Book chapter,Knoepflmacher,2015,p. 73,"“""the irony of events.”",,,
Book chapter,Knoepflmacher,2015,p. 74,"“""provincial life""”",,,
Book chapter,Knoepflmacher,2015,p. 76,"“""later-born Theresa""”",,,
Book chapter,Knoepflmacher,2015,p. 76,"“""a heart large enough for the Virgin Mary,""”",,,
Book chapter,Knoepflmacher,2015,p. 76,"“""foundress of nothing,""”",,,
Book chapter,Knoepflmacher,2015,p. 76,"“""child-pilgrimage""”",,,
Book chapter,Knoepflmacher,2015,p. 76,"“""cares much to know the history of man, and how the mysterious mixture behaves under the varying ex­ periments of Time""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""Time""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""Spanish woman who lived three hundred years ago”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""in which great feel­ ings will often take the aspect of error, and great faith the aspect of illusion""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""Her full nature, like that river of which Cyrus broke the strength, spent itself in channels which had no great name on the earth. But the effect of her being on those around her was incalculably diffusive""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""theoretic""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""struggling for Medical Reform against Middlemarch""”",,,
Book chapter,Knoepflmacher,2015,p. 77,"“""No wonder the medical fogies in Middlemarch are jealous, when”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“some of the greatest doctors living were fierce upon Vesalius because they had believed in Galen, and he showed that Galen was wrong. They called him a liar and a poisonous monster. But the facts of the human frame were on his side; and so he got the better of them""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""the facts of the human frame""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""the time of the Apostles,""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""spirited young adventurer""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""America""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""a binding theory which could bring her own life and doctrine into strict connection with that amazing past, and give the remotest sources of knowledge some bearing on her actions""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""common basis""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""primitive tissue""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""demonstrate the more intimate relations of living structure, and help to define men's thoughts more accurately after the true order""”",,,
Book chapter,Knoepflmacher,2015,p. 78,"“""true order,""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""define""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""Hebra­ istic""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""intensity of her religious dis­ position""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""Monk,""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""intellectual ardor"":”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""an exquisite bird""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“a thousand things.""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""parceltying forefathers,""”",,,
Book chapter,Knoepflmacher,2015,p. 79,"“""is one of the Lydgates of”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“Northumberland, really well connected""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""alien blood, Jew, Corsican, or Gypsy,""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""hardly distinguishable from a Philistine under the same circumstances""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""from rugged Avila, wide-eyed and helpless-looking as two fawns, but with human hearts""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""hand-in-hand""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""distinc­ tion of mind""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""loving heart-beats""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""affection of the heart,""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""a lovinghearted man.""”",,,
Book chapter,Knoepflmacher,2015,p. 80,"“""the facts of the human frame""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""future without affection.""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""intellectual passion""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""brain, heart, lungs, and so on""—”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""scientific view of woman""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""passion""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""valves of the heart""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""the head of Anatomy""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""presenting the most perfect interchange between science and art; offering the most direct alliance between intellectual conquest and the social good""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""scientific view of woman""”",,,
Book chapter,Knoepflmacher,2015,p. 81,"“""spots of commonness""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""the flower of Mrs. Lemon's school,""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""much-needed transplanta­ tion.""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""native warm-heartedness”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""There was no help for this in science”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""diseases of the heart are eminently difficult to found predictions on""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""animal of another and feebler species""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""bird of paradise,""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""language""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""flute-like tones""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""pincers""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""a liar""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""a poisonous monster,""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""an animal with fierce eyes and retractile claws""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""crawling a little way after men of the last century""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""vibrating along many currents of the European mind,""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""still strutting or shambling along the old paths""”",,,
Book chapter,Knoepflmacher,2015,p. 82,"“""some 'plodding fellow of a German'""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""fatty degeneration of the heart""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""sense of mental degeneracy.""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""some gigantic flower,""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""an accomplished mermaid""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""water-nixie,""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“the relaxation of his adored wisdom.""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""the 'little language' of affection,""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""the sweet furtherance of satisfying affections—beauty—repose""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""his basil plant; and when she asked for an explanation, said that basil was a plant which had flourished wonderfully on a murdered man's brains""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""incalculably diffusive.""”",,,
Book chapter,Knoepflmacher,2015,p. 83,"“""folding doors.""”",,,
Book chapter,Knoepflmacher,2015,p. 84,"“""distinction of mind""”",,,
Book chapter,Knoepflmacher,2015,p. 84,"“""ardent kindness of his heart""”",,,
Book chapter,Knoepflmacher,2015,p. 84,"“""consciousness of Christian centuries""”",,,
Book chapter,Knoepflmacher,2015,p. 84,"“""an accomplished mermaid.""”",,,
Book chapter,Knoepflmacher,2015,p. 85,"“""filled with action at once rational and ardent""”",,,
Book chapter,Knoepflmacher,2015,p. 85,"“""the most direct alliance between intellectual conquest and the social good""”",,,
Book chapter,Knoepflmacher,2015,p. 85,"“"" 'She is a good creature—that fine girl—but a little too earnest,' he thought. 'It is troublesome to talk to such women. They are always wanting reasons, yet they are too ignorant to under­ stand the merits of any question, and usually fall back on their moral sense to settle things after their own taste' ""”",,,
Book chapter,Knoepflmacher,2015,p. 85,"“""moral sense""”",,,
Book chapter,Knoepflmacher,2015,p. 85,"“""good creature""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""toy-box history of the world""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""stock of false antiquities,""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“She did not really see the streak of sunlight on the floor more than she saw the statues: she was inwardly seeing the light of years to come in her own home and over the English fields and elms and hedge-bordered highroads; and feeling that the way in which they might be filled with joyful devotedness was not so clear to her as it had been. But in Dorothea's mind there was a current into which all thought and feeling were apt sooner or later to flow—the reaching forward of the whole consciousness towards the fullest truth, the least partial good. There was clearly something better than anger and despondency,”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""nearer introduction to the Stoics and Alexandrians""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""guiding visions""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""wider effect,""”",,,
Book chapter,Knoepflmacher,2015,p. 86,"“""notions in science""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“strings.""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“""clerical disputes""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“profession""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“""cure of mortal diseases,""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“""religious tone""”",,,
Book chapter,Knoepflmacher,2015,p. 87,"“""irony of events""”",,,
Book chapter,Knoepflmacher,2015,p. 88,"“Lydgate rose, and Dorothea mechanically rose at the same time, unclasping her cloak and throwing it off as if it stifled her. He was bowing and quitting her, when an im­ pulse which if she had been alone would have turned into a prayer, made her say with a sob in her voice""Oh, you are a wise man, are you not? You know all about life and death. Advise me. Think what I can do. He has been labouring all his life and looking forward. He minds about nothing else. And I mind about nothing else—"" For years after Lydgate remembered the impression produced in him by this involuntary appeal—this cry from soul to soid, without other consciousness than their moving with kindred natures in the same embroiled medium, the same troublous fitfully-illuminated life. But what could he say now except that he should see Mr. Casaubon again to-morrow?”",,,
Book chapter,Knoepflmacher,2015,p. 88,"“""kindred natures""”",,,
Book chapter,Knoepflmacher,2015,p. 88,"“""the same embroiled medium,""”",,,
Book chapter,Knoepflmacher,2015,p. 88,"“""Sunset and Sunrise""”",,,
Book chapter,Knoepflmacher,2015,p. 88,"“""Sunset and Sunrise,""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""bodily condition,""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""religious tone""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""brain""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""excited""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""motionless""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""per­ fect freedom""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""self-repression.""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""living, suffering man,""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""Dead Hand""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""fragments of a tradition which was itself a mosaic wrought from crushed ruins.""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""the time of the Apostles,""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""crushed ruins""”",,,
Book chapter,Knoepflmacher,2015,p. 89,"“""My uncle says that Mr. Tyke is spoken of as an apostolic man,"" said Dorothea, meditatively. She was wish­ ing it were possible to restore the times of primitive zeal, and yet thinking of Mr. Farebrother with a strong desire to rescue him from his chance-gotten money. ""I don't pretend to say that Farebrother is apostolic,"" said Lydgate. ""His position is not quite like that of the Apostles: he is only a parson among parishioners whose lives he has to try and make better. Practically I find that”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“what is called being apostolic now, is an impatience of everything in which the parson doesn't cut the principal figure. I see something of that in Mr. Tyke at the Hos­ pital: a good deal of his doctrine is a sort of pinching hard to make people uncomfortably aware of him. Besides, an apostolic man at Lowick!—he ought to think, as St. Francis did, that it is needful to preach to the birds.""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""believed in the gratitude of wasps and the honourable susceptibility of sparrows""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""later-born Theresa""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""apostolic""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""man the object.""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""spirit­ ual religion""”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""apostolic man,”",,,
Book chapter,Knoepflmacher,2015,p. 90,"“""a moderate Evangelical""”",,,
Book chapter,Knoepflmacher,2015,p. 91,"“""True,"" said Dorothea. ""It is hard to imagine what sort of notions our farmers and labourers get from their teach­ ing. I have been looking into a volume of sermons by Mr. Tyke: such sermons would be of no use at LowickI mean, about imputed righteousness and the prophecies in the Apocalypse. I have always been thinking of the differ­ ent ways in which Christianity is taught, and whenever I find one way that makes it a wider blessing than any other, I cling to that as the truest—I mean that which takes in the most good of all kinds, and brings in the most people as sharers in it. It is surely better to pardon too much, than to condemn too much. But I should like to see Mr. Farebrother and hear him preach."" ""Do,"" said Lydgate; ""I trust to the effect of that.""”",,,
Book chapter,Knoepflmacher,2015,p. 91,"“""irony of events""”",,,
Book chapter,Knoepflmacher,2015,p. 91,"“""the Middlemarch doctor and immortal discoverer""”",,,
Book chapter,Knoepflmacher,2015,p. 91,"“""reasoning""”",,,
Book chapter,Knoepflmacher,2015,p. 91,"“""There is no general doc­ trine which is not capable of eating out our morality if un­ checked by the deep-seated habit of direct fellow-feeling with individual fellow-men""”",,,
Book chapter,Knoepflmacher,2015,p. 92,"“""serviceableness to God's cause”",,,
Book chapter,Knoepflmacher,2015,p. 92,"“""spots of commonness""”",,,
Book chapter,Knoepflmacher,2015,p. 92,"“But then came the question whether he should have acted in precisely the same way if he had not taken the money? Certainly, if Raffles had continued alive and susceptible of further treatment when he arrived, and he had then imagined any disobedience to his orders on the part of Bulstrode, he would have made a strict inquiry, and if his conjecture had been verified he would have thrown up the case, in spite of his recent heavy obligation. But if he had not received any money—if Bulstrode had never revoked his cold recommendation of bankruptcywould he, Lydgate, have abstained from all inquiry even on finding the man dead?”",,,
